postnr,by,kortnavn,væsensnavn,adresse,latitude,bibliotekstype,id,longitude,navn
2750,Ballerup,"NEXT, Biblioteket Ballerup","NEXT, UDDANNELSE KØBENHAVN, Biblioteket",Baltorpvej 20 A,,Forskningsbibliotek,861290,,"NEXT, UDDANNELSE KØBENHAVN, Biblioteket Ballerup"
7100,Vejle,"UCL, Vejle","University College Lillebælt, Biblioteket",Vestre Engvej 51 C,55.7077097,Forskningsbibliotek,861300,9.5178325,University College Lillebælt. Biblioteket i Vejle
8330,Beder,JU Beder,Jordbrugets UddannelsesCenter Aarhus/Beder. Biblioteket,Damgårds Allé 5,56.058638,Forskningsbibliotek,861330,10.200265,Jordbrugets UddannelsesCenter Århus/Beder. Biblioteket
 , ,,Learnmark Horsens, ,,Forskningsbibliotek,861340,,Learnmark Horsens
4200,Slagelse,Campus Slagelse,Professionshøjskolen Absalon. Biblioteket,Ingemannsvej 17,55.403493,Forskningsbibliotek,861380,11.36076,Professionshøjskolen Absalon. Biblioteket. Campus Slagelse
8900,Randers C,"Tradium, Biblioteket","Tradium, Biblioteket",Rådmands Boulevard 19,,Forskningsbibliotek,861410,,"Tradium, Biblioteket, Rådmands Boulevard"
8960,Randers SØ,"Tradium, Biblioteket","Tradium, Biblioteket",Minervavej 57,,Forskningsbibliotek,861411,,"Tradium, Biblioteket, Minervavej 57"
4000,Roskilde,Rhs Bibliotek,"Roskilde Handelsskole, Biblioteket",Bakkesvinget 67,55.626477,Forskningsbibliotek,861430,12.0755079,"Roskilde Handelsskole, Biblioteket"
6400,Sønderborg,Business College Syd,"Business College Syd, Biblioteket. Sønderborg Handelsskole-Mommark Handelskostskole",Sdr. Landevej 30,54.90718,Forskningsbibliotek,861440,9.80877,"Business College Syd, Biblioteket"
9800,Hjørring,EUC Nord's bibliotek,"EUC NORD, Biblioteket",Hestkærvej 30,57.46101,Forskningsbibliotek,861450,10.012421,"EUC NORD, Biblioteket - Hestkærvej"
,,,"EUC NORD, Biblioteket",,,Forskningsbibliotek,861452,,"EUC NORD, Biblioteket - Haanbækvej"
 , ,,"Handicapidrættens Videnscenter, Biblioteket", ,,Forskningsbibliotek,861460,,"Handicapidrættens Videnscenter, Biblioteket"
6900,Skjern,"UCRS, Bibliotek","UddannelsesCenter Ringkøbing-Skjern , Biblioteket",Skolebyen 5,,Forskningsbibliotek,861470,,"UddannelsesCenter Ringkøbing-Skjern , Biblioteket"
8600,Silkeborg,"Silkeborg BC, Studiecentret","Silkeborg Business College, Studiecentret",Bindslevs Plads 1,56.166549,Forskningsbibliotek,861500,9.5483173,"Handelsskolen Silkeborg Business College, Biblioteket"
7100,Vejle,"Campus Vejle, Biblioteke","Campus Vejle, Biblioteket",Boulevarden 48,,Forskningsbibliotek,861510,,"Campus Vejle, Biblioteket"
6760,Ribe,Handelsgymnasiet Ribe ,Handelsgymnasiet i Ribe,Skyttevej 29,55.339217,Forskningsbibliotek,861520,8.782207,Handelsgymnasiet i Ribe
 , ,,Social- og sundhedsskolen Syd.  Biblioteket, ,,Forskningsbibliotek,861530,,"Skolen for social- og sundhedsud-dannelser, Biblioteket"
3700,Rønne,Campus Bornholm,"Campus Bornholm, Biblioteket",Minervavej 1,55.106771,Forskningsbibliotek,861540,14.712703,"Campus Bornholm, Biblioteket"
5000,Odense C,Tietgenskolen,Tietgen,Lerchesgade 29,,Forskningsbibliotek,861560,,Tietgen
5200,Odense V.,Tietgen Handelsgymnasium,Tietgen,Elmelundsvej 10,,Forskningsbibliotek,861562,,Tietgen handelsgymnasium
5000,Odense C,"Tietgen Bibioteket, IMA",Tietgen,Thomas B. Thriges gade 46,,Forskningsbibliotek,861564,,"TietgenSkolens Biblioteker, Thomas B. Thriges Gade"
7700,Thisted,Kirsten Nielsen,"EUC Nordvest, Biblioteket",Lerpyttervej 52,,Forskningsbibliotek,861580,,"EUC Nordvest, Biblioteket"
9000,Aalborg,SOSU Nord,"SOSU Nord, Biblioteket",På Sporet 8A,,Forskningsbibliotek,861590,,"SOSU Nord ,Aalborg"
,,,"SOSU Nord, Biblioteket",,,Forskningsbibliotek,861592,,"SOSU Nord, Vendsyssel"
5700,Svendborg,"UCL, Svendborg","University College Lillebælt, Biblioteket",Klostervænget 2-4,55.054455,Forskningsbibliotek,861610,10.602034,University College Lillebælt. Biblioteket i Svendborg
7430,Ikast,Herningsholm Erhvervsskole-Bøg,Mediateket for Herningsholm Erhvervsskole & VIA University College Pædagoguddannelsen Ikast,Bøgildvej 12,56.132901,Forskningsbibliotek,861620,9.125879,"Mediateket Herningsholm Erhvervsskole & VIA UC Ikast, Bøgildvej"
7400,Herning,Herningsholm Erhvervsskole-Lil,Mediateket for Herningsholm Erhvervsskole & VIA University College Pædagoguddannelsen Ikast,Lillelundvej 21,56.1495304,Forskningsbibliotek,861621,8.9869123,"Mediateket Herningsholm Erhvervsskole & VIA UC Ikast, Lillelundvej"
4180,Sorø,Sorø Akademis Skole,"Sorø Akademis Skole, Biblioteket",Akademigrunden 8,,Forskningsbibliotek,861640,,"Sorø Akademis Skole, Biblioteket"
 , ,,"Hotel- og Restaurantskolen, Biblioteket", ,,Forskningsbibliotek,861660,,"Hotel- og Restaurantskolen, Biblioteket"
7500,Holstebro,UCH,"Uddannelsescenter Holstebro, Biblioteket",Døesvej 76,56.371804,Forskningsbibliotek,861680,8.601745,"Uddannelsescenter Holstebro, Biblioteket"
5610,Assens,"Vestfyns Handelsskole, Bibliot",Handelsgymnasiet Vestfyn. Biblioteket,Niels Kjærbyes Vej 9,,Forskningsbibliotek,861700,,Handelsgymnasiet Vestfyn. Biblioteket
2000,Frederiksberg,Frederiksberg Tekniske Skole<b,"TEC, Biblioteket",Stæhr Johansensvej 7,,Forskningsbibliotek,861720,,"TEC, Biblioteket"
7400,Herning,"SOSU-Herning, biblioteket","Social & SundhedsSkolen, Herning, Biblioteket",Gullestrupvej 10,,Forskningsbibliotek,861790,,"Social & SundhedsSkolen, Herning, Biblioteket"
8200,Århus N,Sosubibliotek,SOSU Aarhus,Hedeager 33,56.1943719,Forskningsbibliotek,861800,10.1785138,SOSU Aarhus
3700,Rønne,,"Bornholms Sundheds- og Sygeplejeskole, Biblioteket",Ullasvej 6,,Forskningsbibliotek,861820,,"Bornholms Sundheds- og Sygeplejeskole, Biblioteket"
7800,Skive,Social- og Sundhedsskolen,"Social- og Sundhedsskolen STV, Biblioteket",Arvikavej 7,,Forskningsbibliotek,861880,,"Social- og Sundhedsskolen, Biblioteket"
5500,Middelfart,Social- og SundhedsskolenBibli,"Social- og Sundhedsskolen Fyn, Middelfartafdelingen, Biblioteket",Teglgårdsparken 104,,Forskningsbibliotek,861920,,"Social- og Sundhedsskolen Fyn, Middelfartafdelingen, Biblioteket"
2605,Brøndby,Social- og Sundhedsskolen,SOSU C. Bibliotekerne,Brøndby Møllevej 4,,Forskningsbibliotek,861930,,SOSU C. Biblioteksafdelingen i Brøndby
 , ,,SOSU C. Bibliotekerne, ,,Forskningsbibliotek,861931,,SOSU C. Biblioteksafdelingen i Gladsaxe
 , ,"Social- og Sundhedsskolen, Her",SOSU C. Bibliotekerne, ,,Forskningsbibliotek,861932,,SOSU C. Biblioteksafdelingen i  Herlev
8700,Horsens,SSH Horsens,"Social- og Sundhedsskolen Fredericia, Biblioteket",Ane Stauningsvej 21,,Forskningsbibliotek,861940,,"Social- og Sundhedsskolen Horsens, Biblioteket"
8600,Silkeborg,,"Social- og Sundhedsskolen i Silkeborg, Biblioteket",Rylevej 1,,Forskningsbibliotek,861950,,"Social- og Sundhedsskolen i Silkeborg, Biblioteket"
 , ,thlib,"Tønder Handelsskole, Biblioteket", ,,Forskningsbibliotek,861970,,"Tønder Handelsskole, Biblioteket"
 , ,,"Den Europæiske Filmhøjskole, Biblioteket", ,,Forskningsbibliotek,861980,,"Den Europæiske Filmhøjskole, Biblioteket"
8240,Risskov,EAAA Vejlby,"Erhvervsakademi Aarhus, biblioteket",Tretommervej 31,56.189038,Forskningsbibliotek,862010,10.2220099,"Erhvervsakademi Aarhus, biblioteket Tretommervej"
 , ,Skanderborg-Odder Handelsskole,"Skanderborg-Odder Handelsskole, Biblioteket", ,,Forskningsbibliotek,862060,,"Skanderborg-Odder Handelsskole, Biblioteket"
5260,Odense S,Kold,"Kold college, Biblioteket",Landbrugsvej 55,55.3669024,Forskningsbibliotek,862070,10.3983948,"Kold college, Biblioteket"
7700,Thisted,"Social- og Sundhedsskolen, Bib","Social- og Sundhedsskolen, S-T-V. Thisted Afdeling. Biblioteket.",Lerpyttervej 56,,Forskningsbibliotek,862100,,"Social- og Sundhedsskolen, Biblioteket"
 , ,,Universitetshistorisk Samling,"Nørregade 10, 2. lokale 204",,Forskningsbibliotek,862110,,Universitetshistorisk SamlingKøbenhavns Universitet
1925,Frederiksberg C,NB,"Niels Brock, Biblioteket",Julius Thomsens Plads 10,,Forskningsbibliotek,862120,,"Niels Brock, Biblioteket"
2100,København Ø,"EVA , biblioteket","Danmarks Evalueringsinstitut, Biblioteket","Østbanegade 55, 3",,Forskningsbibliotek,862140,,"Danmarks Evalueringsinstitut, Biblioteket"
4600,Køge,Køge handelsskoles Bibliotek,"Køge Handelsskole, Biblioteket",Lyngvej 19,,Forskningsbibliotek,862150,,"Køge Handelsskole, Biblioteket"
5500,Middelfart,Psykiatrisk Informationscenter,Psykiatrisk Informationscenter,Teglgårdsparken 26,,Forskningsbibliotek,862190,,Psykiatrisk Informationscenter
2750,Ballerup,recovery,Kompetencecenter for Rehabilitering og Recovery,Maglevænget 2,,Forskningsbibliotek,862210,,Kompetencecenter for Rehabilitering og Recovery
1780,København V,PSKBIB,Politiskolens Bibliotek,"Politiskolen
Polititorvet 14",,Forskningsbibliotek,862220,,Politiskolens Bibliotek
7800,Skive,Skive Handelsskole,"Skive Handelsskole, Biblioteket",Arvikavej 2,56.554601,Forskningsbibliotek,870110,9.022479,"Skive Handelsskole, Biblioteket"
6600,Vejen,Vejen Handelsskole,"Vejen Business College, Biblioteket",Jyllandsgade 11,,Forskningsbibliotek,871740,,"Vejen Business College, Biblioteket"
,,,"Dansk Veteranbil Klub, Biblioteket",,,Forskningsbibliotek,871780,,"Dansk Veteranbil Klub, Biblioteket"
2635,Ishøj,ARKEN,"ARKEN - Museum for Moderne Kunst, Biblioteket",Skovvej 100,,Forskningsbibliotek,871790,,"ARKEN - Museet for Moderne Kunst, Biblioteket"
3300,Frederiksværk,Frederiksværk Gymnasium og HF,"Frederiksværk Gymnasium og HF, Studiecentret",Strandgade 34,,Forskningsbibliotek,871860,,"Frederiksværk Gymnasium og HF, Studiecentret"
,,,"Roskilde Tekniske Skole - Vilvorde, Biblioteket",,,Forskningsbibliotek,871870,,"Roskilde Tekniske Skole - Vilvorde, Biblioteket"
,,,"Kasperskolen, Biblioteket",,,Forskningsbibliotek,871880,,"Kasperskolen, Biblioteket"
5230,Odense M,Sct. Knuds Gymnasium,"Sct. Knuds Gymnasium, Biblioteket",Læssøegade 154,55.377876,Forskningsbibliotek,871890,10.38381,"Sct. Knuds Gymnasium, Biblioteket"
,,,"Karen Blixen Museet, Biblioteket",,,Forskningsbibliotek,871900,,"Karen Blixen Museet, Biblioteket"
,,,"Sct. Michaels Skole, Biblioteket",,,Forskningsbibliotek,871920,,"Sct. Michaels Skole, Biblioteket"
6000,Kolding,,"Hansenberg, Bibliotek",Vranderupvej 90,,Forskningsbibliotek,871980,,"Hansenberg, Bibliotek"
1610,København V,Sankt Andreas Bibliotek,Skt. Andreas Bibliotek,Gammel Kongevej 15,,Forskningsbibliotek,872020,,Skt. Andreas Bibliotek
9500,Hobro,Mariagerfjord Gymnasium,"Mariagerfjord Gymnasium, Biblioteket",Amerikavej 5,56.633808,Forskningsbibliotek,872030,9.813394,"Mariagerfjord Gymnasium, Biblioteket"
3400,Hillerød,,"Frederiksborg Gymnasium og HF, Studiecentret",Carlsbergvej 15,,Forskningsbibliotek,872040,,"Frederiksborg Gymnasium og HF, Studiecentret"
9530,Støvring,"Støvring Gymnasium, Bibliotek","Støvring Gymnasium, Biblioteket",Mastrupvej 77,56.88053,Forskningsbibliotek,872050,9.82992,"Støvring Gymnasium, Biblioteket"
9800,Hjørring,"Hjørring Gymnasium, Biblioteke","Hjørring Gymnasium og HF-kursus, Biblioteket",Skolevangen 23,,Forskningsbibliotek,872060,,"Hjørring Gymnasium og HF-kursus, Biblioteket"
4000,Roskilde,,"Himmelev Gymnasium, Biblioteket","Herregårdsvej 30
Himmelev",,Forskningsbibliotek,872070,,"Himmelev Gymnasium, Biblioteket"
9100,Aalborg,"Hasseris Gymnasium, Biblioteke","Hasseris Gymnasium, Biblioteket","Hasserisvej 300
Postboks 70",57.0488195,Forskningsbibliotek,872080,9.921747,"Hasseris Gymnasium, Biblioteket"
9700,Brønderslev,Brønderslev Gym. bibliotek,"Brønderslev Gymnasium og HF-Kursus, Biblioteket",Islands Alle 20,57.27855,Forskningsbibliotek,872090,9.943748,"Brønderslev Gymnasium og HF-Kursus, Biblioteket"
9600,Aars,Vesthimmerlands Gymnasium & HF,"Vesthimmerlands Gymnasium & HF, Biblioteket",Jyllandsgade 52,56.80115,Forskningsbibliotek,872100,9.522762,"Vesthimmerlands Gymnasium & HF, Biblioteket"
9000,Aalborg,Aalborghus Gymnasium,"Aalborghus Gymnasium, Biblioteket",Sohngaardsholmsvej 60,57.025801,Forskningsbibliotek,872140,9.942754,"Aalborghus Gymnasium, Biblioteket"
8800,Viborg,VAG-Library,"Viborg Gymnasium og HF, Biblioteket",Skaldehøjvej 12,,Forskningsbibliotek,872150,,"Viborg Gymnasium og HF, Biblioteket"
7200,Grindsted,Grindsted Gymnasium,"Grindsted Gymnasium og HF-kursus, Gymnasiebiblioteket",Tinghusgade 20,,Forskningsbibliotek,872160,,"Grindsted Gymnasium og HF-kursus, Gymnasiebiblioteket"
2820,Gentofte,,"Gentofte HF, Biblioteket",Dahlénsstræde 5,,Forskningsbibliotek,872190,,"Gentofte HF, Biblioteket"
2630,Taastrup,HTG,"Høje-Taastrup Gymnasium, Biblioteket",Frøgård Allé 2,55.649065,Forskningsbibliotek,872200,12.2624549,"Høje Taastrup Amtsgymnasium, Biblioteket"
1704,København V,,"Rysensteen Gymnasium, Biblioteket",Tietgensgade 74,,Forskningsbibliotek,872210,,"Rysensteen Gymnasium, Biblioteket"
7100,Vejle,"Rødkilde Amtsgymnasium, Biblio","Rødkilde Gymnasium, Biblioteket",Rødkildevej 42,,Forskningsbibliotek,872250,,"Rødkilde Gymnasium, Biblioteket"
7100,Vejle,Rosborg Amtsgymnasium og HF-Ku,"Rosborg Gymnasium & HF, Biblioteket",Vestre Engvej 61,,Forskningsbibliotek,872260,,"Rosborg Gymnasium & HF, Biblioteket"
5700,Svendborg,,Svendborg Gymnasium,A. P. Møllersvej 35,,Forskningsbibliotek,872280,,Svendborg Gymnasium
9000,Aalborg,Aalborg Studenterkursus,"Aalborg Studenterkursus, Biblioteket",På Sporet 4,57.0458282,Forskningsbibliotek,872290,9.9172802,"Aalborg Studenterkursus, Biblioteket"
4800,Nykøbing F,Nykøbing Falster Katedralskole,"Nykøbing Falster Katedralskole, Biblioteket",Poul Martin Møllers Vej 3,,Forskningsbibliotek,872300,,"Nykøbing Falster Katedralskole, Biblioteket"
7000,Fredericia,Fredericia Gymnasium,"Fredericia Gymnasium, Biblioteket",Nørrebrogade 88,,Forskningsbibliotek,872310,,"Fredericia Gymnasium, Biblioteket"
4200,Slagelse,"Slagelse Gymnasium og HF, Bibl","Slagelse Gymnasium, biblioteket",Willemoesvej 2A,,Forskningsbibliotek,872320,,"Slagelse Gymnasium, biblioteket"
4000,Roskilde,,"Roskilde Katedralskole, Biblioteket",Holbækvej 59,,Forskningsbibliotek,872330,,"Roskilde Katedralskole, Biblioteket"
9900,Frederikshavn,"Frederikshavn Gymnasium, Bib","Frederikshavn Gymnasium og HF-kursus, Gymnasiebiblioteket",Kærvej 1,57.44075,Forskningsbibliotek,872340,10.526423,"Frederikshavn Gymnasium og HF-kursus, Gymnasiebiblioteket"
2700,Brønshøj,,"Nørre Gymnasium, Studiecenter",Mørkhøjvej 78,55.71838,Forskningsbibliotek,872350,12.471291,"Nørre Gymnasium, Studiecenter"
2500,Valby,,Sankt Annæ Gymnasiebibliotek,Sjælør Boulevard 135,,Forskningsbibliotek,872360,,Sankt Annæ Gymnasiebibliotek
2200,København N,,Gefion Gymnasium. Biblioteket,Struenseegade 50,,Forskningsbibliotek,872370,,Gefion Gymnasium. Biblioteket
1422,København K,,"Christianshavns Gymnasium, Biblioteket",Prinsessegade 35,,Forskningsbibliotek,872380,,"Christianshavns Gymnasium, Biblioteket"
9690,Fjerritslev,"Fjerritslev Gymnasium, Bibliot","Fjerritslev Gymnasium, Biblioteket",Skovbrynet 9,57.095106,Forskningsbibliotek,872400,9.269088,"Fjerritslev Gymnasium, Biblioteket"
2900,Hellerup,GHG,"Gammel Hellerup Gymnasium, Biblioteket",Svanemøllevej 87,,Forskningsbibliotek,872420,,"Gammel Hellerup Gymnasium, Biblioteket"
2820,Gentofte,,"Aurehøj Gymnasium, Studiecenter",Skolevej 7,,Forskningsbibliotek,872430,,"Aurehøj Gymnasium, Studiecenter"
2900,Hellerup,Øregård Gymnasium,"Øregård Gymnasium, Biblioteket",Gersonsvej 32,,Forskningsbibliotek,872440,,"Øregård Gymnasium, Biblioteket"
2860,Søborg,,"Gladsaxe Gymnasium, Biblioteket",Buddinge Hovedgade 81,,Forskningsbibliotek,872450,,"Gladsaxe Gymnasium, Biblioteket"
2850,Nærum,,"Nærum Gymnasium, Biblioteket",Nærum Hovedgade 30,,Forskningsbibliotek,872460,,"Nærum Gymnasium, Bibliotek & Studiecenter"
3460,Birkerød,,"Birkerød Gymnasium, Studiecentret",Søndervangen 56,,Forskningsbibliotek,872490,,"Birkerød Gymnasium, Studiecentret"
3600,Frederikssund,,"Frederikssund Gymnasium, Biblioteket",Odinsvej 6,,Forskningsbibliotek,872510,,"Frederikssund Gymnasium, Biblioteket"
9000,Aalborg,"Aalborg Katedralskole, Bibliot","Aalborg Katedralskole, Biblioteket",Sct. Jørgens Gade 5,57.048107,Forskningsbibliotek,872520,9.911275,"Aalborg Katedralskole, Biblioteket"
3200,Helsinge,,"Gribskov Gymnasium, Studiecentret",Østergade 52,,Forskningsbibliotek,872530,,"Helsinge Gymnasium, Studiecentret"
3060,Espergærde,Studiecenter,"Studiecentret, Espergærde Gymnasium og HF",Gymnasievej 2,,Forskningsbibliotek,872550,,"Studiecentret, Espergærde Gymnasium og HF"
3000,Helsingør,Helsingør Gymnasium,"Helsingør Gymnasium, Studiecenter",Borgm. P. Christensensvej 3,,Forskningsbibliotek,872560,,"Helsingør Gymnasium, Studiecenter"
2960,Rungsted Kyst,,"Rungsted Gymnasium, Biblioteket",Stadion Allé 14,,Forskningsbibliotek,872570,,"Rungsted Gymnasium, Biblioteket"
3660,Stenløse,,"Egedal Gymnasium & HF, Studiecentret",Gymnasievej 1,,Forskningsbibliotek,872580,,"Egedal Gymnasium & HF, Studiecentret"
4600,Køge,,"Køge Gymnasium, Biblioteket",Gymnasievej 8,,Forskningsbibliotek,872590,,"Køge Gymnasium, Biblioteket"
4000,Roskilde,Roskilde Gymnasium Biblioteket,"Roskilde Gymnasium, Biblioteket",Domkirkepladsen,55.6422884,Forskningsbibliotek,872600,12.0798286,"Roskilde Gymnasium, Biblioteket"
8600,Silkeborg,,"Th. Langs HF & VUC, Biblioteket",Hostrupgade 48-56,,Forskningsbibliotek,872630,,"Th. Langs HF & VUC, Biblioteket"
1150,København K,KORA,"KORA Biblioteket, Det Nationale Institut for Kommuners og Regioners Analyse og Forskning",Købmagergade 22,,Forskningsbibliotek,872670,,KORA Biblioteket - Købmagergade
2970,Hørsholm,"DHI, Biblioteket","DHI, Biblioteket",Agern Alle 5,,Forskningsbibliotek,872690,,"DHI, Biblioteket"
2920,Charlottenlund,Kundecentret,"Dansk Standard, Kundecentret/WTO",Kollegievej 6,,Forskningsbibliotek,872700,,"Dansk Standard, Kundecentret/WTO"
,,,Hendes Majestæt Dronningens Håndbibliotek,,,Forskningsbibliotek,872720,,Hendes Majestæt Dronningens Håndbibliotek
1213,København K,,Thorvaldsens Museums Bibliotek,Porthusgade 2,,Forskningsbibliotek,872740,,Thorvaldsens Museums Bibliotek
5000,Odense C,Danmarks Grafiske Museum/Dansk,Mediemuseet Brandts,Brandts Passage 37,,Forskningsbibliotek,872760,,Mediemuseet Brandts
5000,Odense C,Odense Bys Museer,"Odense Bys Museer, Biblioteket",Overgade 48,,Forskningsbibliotek,872770,,"Odense Bys Museer, Biblioteket"
6100,Haderslev,Haderslev Katedralskole,"Haderslev Katedralskole, Biblioteket",Christiansfeldvej 31,,Forskningsbibliotek,872780,,"Haderslev Katedralskole, Biblioteket"
2605,Brøndby,"Force Instituttet, INFOcentret","Force Technology, INFOcentret",Park Allé 345,,Forskningsbibliotek,872790,,"Force Technology, INFOcentret"
6710,Esbjerg V,,Fiskeri- og Søfartsmuseet Saltvandsakvariet. Biblioteket,Tarphagevej 2,,Forskningsbibliotek,872830,,"Fiskeri- og Søfartsmuseet Saltvandsakvariet, Biblioteket"
3760,Gudhjem,Bornholms Kunstmuseum,Bornholms Kunstmuseum,"Helligdommen, Rø",,Forskningsbibliotek,872870,,Bornholms Kunstmuseum
8270,Højbjerg,,"Natur og Miljø, Biblioteket",Lyseng Allé 1,,Forskningsbibliotek,872890,,"Natur og Miljø, Biblioteket"
6200,Aabenraa,,Center for Undervisningsmidler. University College Syddanmark,Birkelund 1,,Forskningsbibliotek,872910,,Center for Undervisningsmidler. University College Syddanmark
4000,Roskilde,,Center for Undervisningsmidler. University College Sjælland,Elisagårdsvej 5,,Forskningsbibliotek,872940,,Center for Undervisningsmidler. University College Sjælland. Roskilde
,,,Center for Undervisningsmidler. University College Sjælland,,,Forskningsbibliotek,872941,,Center for Undervisningsmidler. University College Sjælland. Slagelse
,,,Center for Undervisningsmidler. University College Sjælland,,,Forskningsbibliotek,872942,,Center for Undervisningsmidler. University College Sjælland. Vordingborg
5000,Odense C,Odense Katedralskole,"Odense Katedralskole, Biblioteket",Jernbanegade 34,,Forskningsbibliotek,872960,,"Odense Katedralskole, Biblioteket"
9760,Vrå,,"Vrå Folkehøjskole, Biblioteket",,,Forskningsbibliotek,873020,,"Vrå Folkehøjskole, Biblioteket"
1256,København K,,"Center for Høretab, Biblioteket",Amaliegade 7,,Forskningsbibliotek,873200,,"Center for Høretab, Biblioteket"
5750,Ringe,,"Midtfyns Gymnasium, Biblioteket",Holmehøjvej 4,,Forskningsbibliotek,873220,,"Midtfyns Gymnasium, Biblioteket"
8800,Viborg,,Skive - Viborg HF & VUC,Rosenstræde 6,,Forskningsbibliotek,873250,,"VUC Viborg, Biblioteket"
8600,Silkeborg,,"Silkeborg Gymnasium, Biblioteket",Oslovej 10,,Forskningsbibliotek,873270,,"Silkeborg Gymnasium, Biblioteket"
2100,København Ø,,NSG StudieCenter,Skt. Kjeldsgade 3,,Forskningsbibliotek,873280,,NSG StudieCenter
6000,Kolding,,"Kolding Gymnasium, Biblioteket",Skovvangen 10,,Forskningsbibliotek,873300,,"Kolding Gymnasium, Biblioteket"
9400,Nørresundby,Nørresundby Gymnasium og HF,"Nørresundby Gymnasium og HF,  Biblioteket",Studievej 14,,Forskningsbibliotek,873310,,"Nørresundby Gymnasium og HF, Biblioteket"
5471,Søndersø,,"Nordfyns Gymnasium, Biblioteket",Højagervej 25,,Forskningsbibliotek,873340,,"Nordfyns Gymnasium, Biblioteket"
4930,Maribo,,"Maribo Gymnasium, Biblioteket",Refshalevej 2,,Forskningsbibliotek,873350,,"Maribo Gymnasium, Biblioteket"
8500,Grenaa,,"Grenaa Gymnasium og HF, Biblioteket",N.P. Josiassens Vej 21,,Forskningsbibliotek,873630,,"Grenaa Gymnasium og HF, Biblioteket"
9000,Aalborg,"Aalborg Zoo, Bibliot","Aalborg Zoo, Biblioteket",Mølleparkvej 63-65,,Forskningsbibliotek,873870,,"Aalborg Zoo, Biblioteket"
7500,Holstebro,,"TV Midtvest, Biblioteket",Søvej 2,,Forskningsbibliotek,874030,,"TV Midtvest, Biblioteket"
8381,Mundelstrup,,"Langkær Gymnasium og HF, Biblioteket",Kileparken 25,,Forskningsbibliotek,874060,,"Langkær Gymnasium og HF, Biblioteket"
7800,Skive,Skive Gymnasium & HF,"Skive Gymnasium & HF, Biblioteket",Egerisvej 180,,Forskningsbibliotek,874070,,"Skive Gymnasium og HF Kursus, Biblioteket"
8800,Viborg,Viborg Katedralskol. Bibliotek,"Viborg Katedralskole, Biblioteket",Gl. Skivevej 2,,Forskningsbibliotek,874080,,"Viborg Katedralskole, Biblioteket"
3450,Allerød,,"Allerød Gymnasium, Studiecentret",Rådhusvej 6,,Forskningsbibliotek,874090,,"Allerød Gymnasium, Studiecentret"
9330,Dronninglund,Dronninglund Gymnasium,"Dronninglund Gymnasium, Biblioteket",Søndervangsvej,57.1520176,Forskningsbibliotek,874100,10.2805041,"Dronninglund Gymnasium, Biblioteket"
,,,"Dansk Sygeplejehistorisk Museum, Biblioteket",,,Forskningsbibliotek,874110,,"Dansk Sygeplejehistorisk Museum, Biblioteket"
8850,Bjerringbro,,"Bjerringbro Gymnasium, Biblioteket",P. E. Eriksensvej 2,,Forskningsbibliotek,874180,,"Bjerringbro Gymnasium, Biblioteket"
7900,Nykøbing Mors,,Morsø Gymnasiebibliotek,Limfjordsvej 95,,Forskningsbibliotek,874190,,Morsø Gymnasiebibliotek
5620,Glamsbjerg,Vestfyns Gymnasium,"Vestfyns Gymnasium, Biblioteket",Langbygårdsvej 4,,Forskningsbibliotek,874240,,"Vestfyns Gymnasium, Biblioteket"
6100,Haderslev,,"Skolen ved Stadion, Biblioteket",Louisevej 8,,Forskningsbibliotek,874250,,"Skolen ved Stadion, Biblioteket"
2670,Greve Strand,"Greve Gymnasium, biblioteket","Greve Gymnasium, Biblioteket",Rådhusholmen 12,55.582996,Forskningsbibliotek,874260,12.290174,"Greve Gymnasium, Biblioteket"
,,,"UU-Aalborg. Ungdommens Uddannelsesvejledning, Biblioteket",,,Forskningsbibliotek,874280,,"Ungdommens Uddannelsesvejledning, Biblioteket"
6270,Tønder,,"Tønder Gymnasium, Biblioteket",Astronom Hansensgade 9,,Forskningsbibliotek,874300,,"Tønder Gymnasium, Biblioteket"
2100,København Ø,Nota,Nota - Nationalbibliotek for mennesker med læsevanskeligheder,Teglværksgade 37,55.7082413,Forskningsbibliotek,874310,12.558502,Nota - Nationalbibliotek for mennesker med læsevanskeligheder
,,,"Egå Gymnasium, Biblioteket",,,Forskningsbibliotek,874320,,"Egå Gymnasium, Biblioteket"
7160,Tørring,Tørring Gymnasium,"Tørring Gymnasium, Biblioteket",Kirkevej 20,,Forskningsbibliotek,874330,,"Tørring Gymnasium, Biblioteket"
7700,Thisted,Thisted Gymnasium & HF-Kursus,"Thisted Gymnasium og HF-Kursus, Biblioteket",Ringvej 32,56.96612,Forskningsbibliotek,874340,8.69878,"Thisted Gymnasium og HF-Kursus, Biblioteket"
7700,Thisted,"UCN Biblioteket, Lerpyttervej","University College Nordjylland, Biblioteket",Lerpyttervej 43,,Forskningsbibliotek,874350,,"University College Nordjylland, Biblioteket, Lerpyttervej"
2730,Herlev,"Herlev Gymnasium, Biblioteket","Herlev Gymnasium, Biblioteket",Højsletten 39,,Forskningsbibliotek,874360,,"Herlev Gymnasium, Biblioteket"
6880,Tarm,Vestjysk Gymnasium og HF-kursu,"Vestjysk Gymnasium Tarm, Biblioteket",Skolegade 15,,Forskningsbibliotek,874370,,"Vestjysk Gymnasium Tarm, Biblioteket"
