postnr,by,kortnavn,væsensnavn,adresse,latitude,bibliotekstype,id,longitude,navn
7080,Børkop,Børkop Bibliotek,Vejle Bibliotekerne,Ågade 6,55.6437287,Folkebibliotek,763004,9.6541861,Børkop Bibliotek
7100,Vejle,Vejle Bogbussen,Vejle Bibliotekerne,Willy Sørensens Plads 1,55.706406,Folkebibliotek,763005,9.520034,Biblioteksbussen
7400,Herning,Biblioteket i Herning,Herning Bibliotekerne,Østergade 8,56.136,Folkebibliotek,765700,8.977069,Biblioteket i Herning
7400,Herning,Biblioteket i Hammerum,Herning Bibliotekerne,"Højgade 2C,
Hammerum",56.134189,Folkebibliotek,765703,9.062908,Biblioteket i Hammerum
7451,Sunds,Biblioteket i Sunds,Herning Bibliotekerne,Sunds Hovedgade 50-52,56.2041173,Folkebibliotek,765704,9.0165687,Biblioteket i Sunds
7480,Vildbjerg,Biblioteket i Vildbjerg,Herning Bibliotekerne,Kirkegade 7,56.1980564,Folkebibliotek,765705,8.7662709,Biblioteket i Vildbjerg
7490,Aulum,Biblioteket i Aulum,Herning Bibliotekerne,Markedspladsen 1,56.265547,Folkebibliotek,765707,8.797607,Biblioteket i Aulum
6933,Kibæk,Biblioteket i Kibæk,Herning Bibliotekerne,Solbakken 30,56.027692,Folkebibliotek,765708,8.852654,Biblioteket i Kibæk
7400,Herning,Arnborg,Herning Bibliotekerne,Greenvej 1,56.014285,Folkebibliotek,765711,8.993614,Arnborg afhentningssted
7330,Brande,Fasterholt,Herning Bibliotekerne,Arnborgvej 11,56.007655,Folkebibliotek,765712,9.1092681,Fasterholt afhentningssted
7540,Haderup,Feldborg,Herning Bibliotekerne,Langgade 62,56.341509,Folkebibliotek,765713,8.940693,Feldborg afhentningssted
7540,Haderup,Haderup,Herning Bibliotekerne,Nygade 9,56.3891871,Folkebibliotek,765714,8.9959455,Haderup afhentningssted
7400,Herning,Haunstrup,Herning Bibliotekerne,Haunstrup Hovedgade 46,56.1202565,Folkebibliotek,765715,8.8058854,Haunstrup afhentningssted
7490,Aulum,Hodsager,Herning Bibliotekerne,Hovedgaden 31,56.3141243,Folkebibliotek,765716,8.8560646,Hodsager afhentningssted
7400,Herning,Herning Gymnasium,Herning Bibliotekerne,H. P. Hansens Vej 8,56.146791,Folkebibliotek,765717,8.978302,Herning Gymnasium afhentningssted
7451,Sunds,Ilskov,Herning Bibliotekerne,Birkeskovvej 6,56.2382741,Folkebibliotek,765718,9.0896467,Ilskov afhentningssted
6933,Kibæk,Karstoft,Herning Bibliotekerne,Blåhøjvej 60,55.9338632,Folkebibliotek,765719,8.9408936,Karstoft afhentningssted
7400,Herning,Kølkær,Herning Bibliotekerne,Søbysøvej 7A,56.062091,Folkebibliotek,765720,9.084503,Kølkær afhentningssted
7451,Sunds,Simmelkær,Herning Bibliotekerne,Hodsagervej 33A,56.2704373,Folkebibliotek,765721,8.995043,Simmelkær afhentningssted
7400,Herning,Sinding,Herning Bibliotekerne,Skoletoften 7,56.21292,Folkebibliotek,765722,8.851267,Sinding afhentningssted
6933,Kibæk,Skarrild,Herning Bibliotekerne,Hovedgaden 47,55.9778872,Folkebibliotek,765723,8.8979109,Skarrild afhentningssted
7280,Sdr. Felding,Sdr. Felding,Herning Bibliotekerne,Bredgade 25,55.941253,Folkebibliotek,765724,8.78326,Sdr. Felding afhentningssted
7270,Stakroge,Stakroge,Herning Bibliotekerne,Borgergade 28,55.890531,Folkebibliotek,765725,8.847594,Stakroge afhentningssted
7550,Sørvad,Sørvad,Herning Bibliotekerne,Langgade 30,56.262466,Folkebibliotek,765726,8.652268,Sørvad afhentningssted
6973,Ørnhøj,Ørnhøj,Herning Bibliotekerne,Hovedgaden 54,56.1998468,Folkebibliotek,765727,8.5650776,Ørnhøj afhentningssted
7480,Vildbjerg,Skibbild,Herning Bibliotekerne,Skjoldsvej 1,56.1694596,Folkebibliotek,765728,8.8469003,Skibbild  afhentningssted
7500,Holstebro,Vind,Herning Bibliotekerne,Holstebrovej 20,56.2596186,Folkebibliotek,765729,8.5663623,Vind LandsbyCenter afhentningssted
,,,Herning Bibliotekerne,,,Folkebibliotek,765730,,Lokalhistorisk Arkiv i Herning
7500,Holstebro,Holstebro Bibliotek,Holstebro Bibliotek,Kirkestræde 13,56.3603032,Folkebibliotek,766100,8.616229,Holstebro Bibliotek
6990,Ulfborg,Ulfborg Bibliotek,Holstebro Bibliotek,Bredgade 3,56.272416,Folkebibliotek,766102,8.321566,Ulfborg Bibliotek
7830,Vinderup,Vinderup Bibliotek,Holstebro Bibliotek,Grønningen 1,56.4768319,Folkebibliotek,766103,8.7829889,Vinderup Bibliotek
7620,Lemvig,Lemvig Bibliotek,Lemvig Bibliotek,Skolegade 3,56.5493317,Folkebibliotek,766500,8.3097157,Lemvig Bibliotek
7620,Lemvig,Bogbussen,Lemvig Bibliotek,Skolegade 3,56.5493317,Folkebibliotek,766501,8.3097157,Bogbussen
7600,Struer,Struer Bibliotek,Struer Bibliotek,"Smedegade 1
Postbox 514",56.48493,Folkebibliotek,767100,8.589933,Struer
7790,Thyholm,Thyholm Bibliotek,Struer Bibliotek,Rughavevej 5,56.650866,Folkebibliotek,767103,8.533999,Thyholm Bibliotek
8400,Ebeltoft,Ebeltoft Bibliotek,Syddjurs Bibliotek,Vestervej 17,56.193381,Folkebibliotek,770600,10.669748,Ebeltoft Bibliotek
8543,Hornslet,Hornslet Bibliotek,Syddjurs Bibliotek,Tingvej 35,56.318495,Folkebibliotek,770601,10.3153279,Hornslet Bibliotek
8560,Kolind,Kolind Bibliotek,Syddjurs Bibliotek,Bugtrupvej 31,56.360955,Folkebibliotek,770602,10.577498,Kolind Bibliotek
8410,Rønde,Rønde Bibliotek,Syddjurs Bibliotek,Skolevej 12-14,56.302892,Folkebibliotek,770603,10.474459,Rønde Bibliotek
8400,Ebeltoft,Syddjurs Bogbus,Syddjurs Bibliotek,Vestervej 17,56.196327,Folkebibliotek,770604,10.677857,Ebeltoft Bogbus
8544,8544 Mørke,Dagli'brugsen Lime,Syddjurs Bibliotek,Limegårdsvej 4,,Folkebibliotek,770607,,Dagli'brugsen Lime
8550,Ryomgård,Dagli'brugsen Pindstrup,Syddjurs Bibliotek,Storegade 62,,Folkebibliotek,770608,,Dagli'brugsen Pindstrup
8550,Ryomgård,Midtdjurshallen,Syddjurs Bibliotek,Marienhoffvej 13 C ,,Folkebibliotek,770609,,Midtdjurshallen
8500,Grenaa,Grenaa Bibliotek,Norddjurs Biblioteker,N. P. Josiassensvej 17,56.410611,Folkebibliotek,770700,10.88689,Grenaa Bibliotek
8586,Ørum Djurs,Ørum Bibliotek,Norddjurs Biblioteker,Skolebakken 43,56.4403588,Folkebibliotek,770701,10.6874979,Ørum Bibliotek
,,,Norddjurs Biblioteker,,,Folkebibliotek,770702,,Anholt Bibliotek
8963,Auning,Auning Bibliotek,Norddjurs Biblioteker,Torvegade 1A,,Folkebibliotek,770706,,Auning Bibliotek
8950,Ørsted,Ørsted Bibliotek,Norddjurs Biblioteker,Rougsøvej 73B,,Folkebibliotek,770707,,Ørsted Bibliotek
8961,Allingåbro,Allingåbro Servicepunkt,Norddjurs Biblioteker,"Dagli' Brugsen, Hovedgaden 80  
",,Folkebibliotek,770720,,Allingåbro Servicepunkt
8585,Glesborg,Bønnerup Servicepunkt,Norddjurs Biblioteker,"Bønnerup Kulturcafé,
Skibsbyggervej 17",,Folkebibliotek,770721,,Bønnerup Servicepunkt
8585,Glesborg,Fjellerup Servicepunkt,Norddjurs Biblioteker,"Complet
Strandvejen 17",,Folkebibliotek,770722,,Fjellerup Servicepunkt
8500,Grenaa,Gjerrild Servicepunkt,Norddjurs Biblioteker,"Focus
Stokkebro 77",,Folkebibliotek,770723,,Gjerrild Servicepunkt
8570,Trustrup,Trustrup Servicepunkt,Norddjurs Biblioteker,"OK Plus
""Soltanken""
Århusvej 192",,Folkebibliotek,770724,,Trustrup Servicepunkt
8961,Allingåbro,Vivild Servicepunkt,Norddjurs Biblioteker,"Super Spar
Langgade 43",,Folkebibliotek,770725,,Vivild Servicepunkt
8961,Allingåbro,Nørager Servicepunkt,Norddjurs Biblioteker,"Min Købmand
Munkehusevej 9
Nørager",,Folkebibliotek,770726,,Nørager Servicepunkt
8382,Hinnerup,Hinnerup Bibliotek og Kulturhu,Favrskov Bibliotekerne,"Skovvej 18
Postbox 70",56.2650022,Folkebibliotek,771000,10.0633759,Hinnerup Bibliotek
8450,Hammel,Hammel,Favrskov Bibliotekerne,Dalvej 1,56.256876,Folkebibliotek,771001,9.860022,Hammel Bibliotek
8370,Hadsten,Hadsten Bibliotek,Favrskov Bibliotekerne,Evald Tangs Allé 45,56.325725,Folkebibliotek,771002,10.044932,Hadsten Bibliotek
8860,Ulstrup,Ulstrup Bibliotek,Favrskov Bibliotekerne,Hovedgaden 60,56.387301,Folkebibliotek,771003,9.78821,Ulstrup Bibliotek
8300,Odder,Odder Bibliotek,Odder Bibliotek,Mejerivej 14,55.973865,Folkebibliotek,772700,10.152563,Odder Bibliotek
,,,Odder Bibliotek,,,Folkebibliotek,772705,,Tunø Bibliotek
8900,Randers C,Randers Bibliotek,Randers Bibliotek,"Stemannsgade 2
Postbox 917",56.4635786,Folkebibliotek,773000,10.0344155,Randers Bibliotek
8930,Randers NØ,Randers Bibliotek Øst,Randers Bibliotek,Udbyhøjvej 81,56.471814,Folkebibliotek,773001,10.06571,Randers Bibliotek Øst
8960,Randers SØ,Randers Bibliotek Syd,Randers Bibliotek,Kristrupvej 68,56.446897,Folkebibliotek,773002,10.056528,Randers Bibliotek Syd
8900,Randers C,Bogbus,Randers Bibliotek,"Stemannsgade 2
Postbox 917",56.4635786,Folkebibliotek,773004,10.0344155,Bogbus
8870,Langå,Langå Bibliotek,Randers Bibliotek,Bredgade 4,56.39174,Folkebibliotek,773005,9.89408,Langå Bibliotek
8600,Silkeborg,Silkeborg Bibliotekerne,Silkeborg Bibliotekerne,Hostrupsgade 41 A,56.176362,Folkebibliotek,774000,9.5549216,Silkeborg Bibliotek
8620,Kjellerup,Kjellerup Bibliotek,Silkeborg Bibliotekerne,Tinghusvej 16,56.287432,Folkebibliotek,774001,9.42866,Kjellerup Bibliotek
8653,Them,Them Bibliotek,Silkeborg Bibliotekerne,Silkeborgvej 33,56.0924471,Folkebibliotek,774003,9.5481803,Them Bibliotek
8883,Gjern,Gjern Bibliotek,Silkeborg Bibliotekerne,Skovvejen 6,56.224488,Folkebibliotek,774004,9.743094,Gjern Bibliotek
8641,Sorring,Sorringhus,Silkeborg Bibliotekerne,Hovedgaden 54 N,56.1758831,Folkebibliotek,774021,9.7815235,Sorringhus
8654,Bryrup,Vrads Købmandshandel,Silkeborg Bibliotekerne,St. Bredlundvej 6,56.041027,Folkebibliotek,774022,9.450739,Vrads Købmandshandel
8600,Silkeborg,Sinding Bibliotekscafé,Silkeborg Bibliotekerne,Sinding Hovvej 39A,56.2082433,Folkebibliotek,774023,9.4661874,Sinding Bibliotekscafé. Sinding Forsamlingshus
8620,Kjellerup,Thorning Skole,Silkeborg Bibliotekerne,Møllevej 7,56.284818,Folkebibliotek,774024,9.33181,Thorning Skole
8643,Ans,Ans Skole,Silkeborg Bibliotekerne,Teglgade 20,56.3072084,Folkebibliotek,774025,9.5874779,Ans Skole
8654,Bryrup,Bryrup Brugs,Silkeborg Bibliotekerne,Hovedgaden 13,56.0244881,Folkebibliotek,774026,9.511337,Bryrup Brugs
8632,Lemming,Lemming IF Klublokaler,Silkeborg Bibliotekerne,Lemming Skolevej 10B,56.23255,Folkebibliotek,774027,9.5542079,Værkeriet - Lemming Gl. Skole
8600,Silkeborg,Kragelund Lokalbrugs,Silkeborg Bibliotekerne,Engesvangvej 9,56.194684,Folkebibliotek,774028,9.4091817,Kragelund  Lokalbrugs
8305,Samsø,Samsø Bibliotek,Samsø Bibliotek,Marsk Stigsvej 5 A,55.8334831,Folkebibliotek,774100,10.5848498,Samsø Bibliotek
8305,Samsø,Nordby,Samsø Bibliotek,Nordby Hovedgade 27,,Folkebibliotek,774101,,Nordby Bibliotek
8660,Skanderborg,Skanderborg Bibliotek,Skanderborg Bibliotek,Parkvej 10,56.0352416,Folkebibliotek,774600,9.9322404,Skanderborg Bibliotek
8680,Ry,Ry Bibliotek,Skanderborg Bibliotek,Gudrunsvej 1,56.0908523,Folkebibliotek,774601,9.7642965,Ry Bibliotek
8362,Hørning,Hørning Bibliotek,Skanderborg Bibliotek,Rådhuspladsen 1,56.085108,Folkebibliotek,774602,10.035757,Hørning Bibliotek
8464,Galten,Galten Bibliotek,Skanderborg Bibliotek,Torvet 7,56.155456,Folkebibliotek,774603,9.904941,Galten Bibliotek
8660,Skanderborg,Hylke Bibliotek,Skanderborg Bibliotek,Hylkevej 45,,Folkebibliotek,774607,,Hylke Afhentningsted
8000,Aarhus C,Aarhus Kommunes Biblioteker,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Hack Kampmanns Plads 2,56.165278,Folkebibliotek,775100,10.227222,"Aarhus Kommunes Biblioteker, Hovedbiblioteket"
8270,Højbjerg,Højbjerg,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Oddervej 74,56.1142695,Folkebibliotek,775120,10.2074291,Højbjerg Bibliotek
8330,Beder,Beder-Malling,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Kirkebakken 41,56.060383,Folkebibliotek,775122,10.215753,Beder-Malling Bibliotek
8355,Solbjerg,Solbjerg,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Kærgårdsvej 4,56.042156,Folkebibliotek,775126,10.0840789,Solbjerg Bibliotek
8310,Tranbjerg,Tranbjerg,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,"Kirketorvet 6B, st. 6",56.091095,Folkebibliotek,775127,10.135585,Tranbjerg Bibliotek
8260,Viby J.,Viby,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Skanderborgvej 170,56.130558,Folkebibliotek,775130,10.164646,Viby Bibliotek
8361,Hasselager,Bavnehøj,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Koltvej 17-19,56.1099242,Folkebibliotek,775133,10.0760538,Bavnehøj Kombi Bibliotek
8230,Åbyhøj,Åby,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Ludvig Feilbergsvej 7,56.156438,Folkebibliotek,775140,10.162515,Åby Bibliotek
8220,Brabrand,Gellerup,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Gudrunsvej 78,56.155667,Folkebibliotek,775144,10.135267,Gellerup Bibliotek
8462,Harlev,Harlev,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,"Gammel Stillingvej 424,
Næshøjskolen,",56.139929,Folkebibliotek,775146,10.0032866,Harlev Kombi Bibliotek
8210,Aarhus V.,Hasle,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Kappelvænget 2 B,56.1792779,Folkebibliotek,775147,10.166976,Hasle Bibliotek
8471,Sabro,Sabro,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,"Sabro Skolevej 4,
Sabro-Korsvejskolen",56.211784,Folkebibliotek,775149,10.023611,Sabro Bibliotek
8381,Tilst,Tilst,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Tilst Skolevej 13a,56.188355,Folkebibliotek,775150,10.110579,Tilst Bibliotek
8240,Risskov,Risskov,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Fortebakken 1,56.1937133,Folkebibliotek,775160,10.2234383,Risskov Bibliotek
8530,Hjortshøj,Hjortshøj,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,"Virupvej 75,
Virupskolen",56.3092922,Folkebibliotek,775162,10.2085902,Hjortshøj Kombi Bibliotek
8250,Egå,Egå,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,"Egå Havvej 5, Sølystskolen",56.211717,Folkebibliotek,775164,10.283211,Egå Kombi Bibliotek
8520,Lystrup,Lystrup,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Bystævnet 4 B,56.234166,Folkebibliotek,775167,10.2283329,Lystrup Bibliotek
8541,Skødstrup,Skødstrup,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,"Rosenbakken 4, Skødstrup Skole",56.271602,Folkebibliotek,775168,10.308421,Skødstrup Kombi-bibliotek
8380,Trige,Trige,Aarhus Kommunes Biblioteker. Hovedbiblioteket.,Smedebroen 21,56.253203,Folkebibliotek,775170,10.147788,Trige Kombi Bibliotek
7430,Ikast,Ikast Bibliotek,Ikast-Brande Bibliotek,Grønnegade 25,56.141837,Folkebibliotek,775600,9.152847,Ikast Bibliotek
7330,Brande,Brande Bibliotek,Ikast-Brande Bibliotek,Centerparken 2,55.940895,Folkebibliotek,775601,9.125928,Brande Bibliotek
7441,Bording,Bording Bibliotek,Ikast-Brande Bibliotek,Solsortevej 10,,Folkebibliotek,775602,,Bording Bibliotek
7361,Ejstrupholm,Ejstrupholm Bibliotek,Ikast-Brande Bibliotek,Grønningen 3,,Folkebibliotek,775603,,Ejstrupholm Bibliotek
7442,Engesvang,Engesvang Bibliotek,Ikast-Brande Bibliotek,"Engesvang Skole
Gl. Kongevej 97",,Folkebibliotek,775604,,Engesvang Bibliotek
8766,Nørre Snede,Nørre Snede Bibliotek,Ikast-Brande Bibliotek,Bellisvej 2,,Folkebibliotek,775605,,Nr. Snede Bibliotek
6950,Ringkøbing,Ringkøbing-Skjern,Ringkøbing-Skjern Bibliotekerne,Ved Fjorden 6,56.086535,Folkebibliotek,776000,8.242397,Ringkøbing Bibliotek
6900,Skjern,Skjern Bibliotek,Ringkøbing-Skjern Bibliotekerne,Engtoften 1,55.9479462,Folkebibliotek,776001,8.4964523,Skjern Bibliotek
6880,Tarm,Tarm Bibliotek,Ringkøbing-Skjern Bibliotekerne,Engvej 2,55.907727,Folkebibliotek,776002,8.516476,Tarm Bibliotek
6920,Videbæk,Videbæk Bibliotek,Ringkøbing-Skjern Bibliotekerne,Fischersvej 6,56.090198,Folkebibliotek,776003,8.629023,Videbæk Bibliotek
6960,Hvide Sande,Hvide Sande Bibliotek,Ringkøbing-Skjern Bibliotekerne,Skolevej 1,56.007465,Folkebibliotek,776004,8.129276,Hvide Sande Bibliotek
8722,Hedensted,Hedensted Bibliotek,Hedensted Bibliotekerne,Østerbrogade 26,55.77085,Folkebibliotek,776600,9.7024268,Hedensted Bibliotek
7160,Tørring,Tørring Bibliotek,Hedensted Bibliotekerne,"Gudenåcentret
Kirkevej 10, 1",55.860647,Folkebibliotek,776601,9.482918,Tørring Bibliotek
7171,Uldum,Uldum Bibliotek,Hedensted Bibliotekerne,Bakken 2,55.8453,Folkebibliotek,776602,9.588212,Uldum Bibliotek
8783,Hornsyld,Hornsyld Bibliotek,Hedensted Bibliotekerne,Nørremarksvej 1 B,55.757478,Folkebibliotek,776603,9.8456703,Hornsyld Bibliotek
7130,Juelsminde,Juelsminde Bibliotek,Hedensted Bibliotekerne,Wedelsgade 1,55.7133651,Folkebibliotek,776604,10.0127488,Juelsminde Bibliotek
7900,Nykøbing Mors,Morsø Folkebibliotek,Morsø Folkebibliotek,Holgersgade 7,56.7968238,Folkebibliotek,777300,8.8611087,Morsø Folkebibliotek
7800,Skive,Skive Bibliotek,Skive Bibliotek,Østergade 25,56.567195,Folkebibliotek,777900,9.028752,Skive Bibliotek
7800,Skive,Bogbusserne,Skive Bibliotek,"Skive Bibliotek
Østergade 25",56.5667255,Folkebibliotek,777901,9.0294515,Bogbus1
7860,Spøttrup,Balling,Skive Bibliotek,"Stadion Alle 18, Balling",,Folkebibliotek,777902,,Bogbus2
,,,Skive Bibliotek,,,Folkebibliotek,777903,,Mobillen
7700,Thisted,Biblioteket i Thy,Biblioteket i Thy,Tingstrupvej 19,56.956368,Folkebibliotek,778700,8.685837,Thisted Bibliotek
7700,Thisted,1 bogbus,Biblioteket i Thy,Tingstrupvej 13-19,56.955966,Folkebibliotek,778701,8.686613,Bogbussen
7730,Hanstholm,Hanstholm Bibliotek,Biblioteket i Thy,"Bytorvet 2
Box 109",57.112861,Folkebibliotek,778710,8.617668,Hanstholm Bibliotek
7760,Hurup Thy,Hurup Bibliotek,Biblioteket i Thy,Søndergade 1,56.748626,Folkebibliotek,778720,8.421566,Hurup Bibliotek
8800,Viborg,Viborg,Viborg Bibliotekerne,Vesterbrogade 15,56.449818,Folkebibliotek,779100,9.398641,"Viborg Bibliotekerne, Hovedbiblioteket"
8800,Viborg,Houlkær,Viborg Bibliotekerne,Odshøjvej 5C,56.46272,Folkebibliotek,779102,9.448549,Houlkær Bibliotek
9632,Møldrup,Møldrup Bibliotek,Viborg Bibliotekerne,Skolegade 27,56.6184574,Folkebibliotek,779105,9.5005356,Møldrup Bibliotek
8832,Skals,Skals bibliotek,Viborg Bibliotekerne,Ejstrupvej 18B,56.557891,Folkebibliotek,779109,9.406609,Skals Bibliotek
8830,Tjele,Ørum Bibliotek,Viborg Bibliotekerne,"Gl. Tjelevej 10
Ørum",56.48388,Folkebibliotek,779110,9.624895,Ørum Bibliotek
8850,Bjerringbro,Bjerringbro Bibliotek,Viborg Bibliotekerne,Realskolevej 12,56.376865,Folkebibliotek,779115,9.656368,Bjerringbro Bibliotek
8840,Rødkærsbro,Rødkærsbro Bibliotek,Viborg Bibliotekerne,Brandstrupvej 23,56.35543,Folkebibliotek,779116,9.504139,Rødkærsbro Bibliotek
7850,Stoholm,Stoholm Bibliotek,Viborg Bibliotekerne,Iglsøvej 5,56.484337,Folkebibliotek,779117,9.14227,Stoholm Bibliotek
7470,Karup,Karup Bibliotekerne,Viborg Bibliotekerne,Ved Banen 5,56.3072144,Folkebibliotek,779122,9.1679897,Karup Bibliotek
7470,Karup,Frederiks Bibliotek,Viborg Bibliotekerne,"Trehusevej 2 B, Frederiks",56.3451162,Folkebibliotek,779123,9.251028,Frederiks Bibliotek
,,,Viborg Bibliotekerne,,,Folkebibliotek,779131,,Servicepunkt Hammershøj
,,,Viborg Bibliotekerne,,,Folkebibliotek,779132,,Servicepunkt Ulbjerg
,,,Viborg Bibliotekerne,,,Folkebibliotek,779135,,Servicepunkt Løgstrup
,,,Viborg Bibliotekerne,,,Folkebibliotek,779136,,Servicepunkt Vridsted
9700,Brønderslev,Brønderslev Bibliotek,Brønderslev Bibliotek,P.N. Jensens Plads 5,57.2683528,Folkebibliotek,781000,9.9506411,Brønderslev Bibliotek
9700,Brønderslev,Det Mobile Bibliotek,Brønderslev Bibliotek,P.N. Jensens Plads 5,57.2683528,Folkebibliotek,781001,9.9506411,Bogbussen
9330,Dronninglund,Dronninglund  Bibliotek,Brønderslev Bibliotek,Slotsgade 47,57.1595874,Folkebibliotek,781006,10.2913026,Dronninglund bibliotek
9320,Hjallerup,Hjallerup Bibliotek,Brønderslev Bibliotek,Nørre Allé 3,57.169539,Folkebibliotek,781008,10.146004,Hjallerup bibliotek
,,,Brønderslev Bibliotek,,,Folkebibliotek,781050,,Det Mobile Bibliotek - Agersted
,,,Brønderslev Bibliotek,,,Folkebibliotek,781051,,Det Mobile Bibliotek - Asaa
,,,Brønderslev Bibliotek,,,Folkebibliotek,781052,,Det Mobile Bibliotek - Flauenskjold
,,,Brønderslev Bibliotek,,,Folkebibliotek,781053,,Det Mobile Bibliotek - Hallund
,,,Brønderslev Bibliotek,,,Folkebibliotek,781054,,Det Mobile Bibliotek - Hellum
,,,Brønderslev Bibliotek,,,Folkebibliotek,781055,,Det Mobile Bibliotek - Jerslev
,,,Brønderslev Bibliotek,,,Folkebibliotek,781056,,Det Mobile Bibliotek - Klokkerholm. Holdeplads mandag
,,,Brønderslev Bibliotek,,,Folkebibliotek,781057,,Det Mobile Bibliotek - Klokkerholm. Holdeplads onsdag
,,,Brønderslev Bibliotek,,,Folkebibliotek,781058,,Det Mobile Bibliotek - Manna
,,,Brønderslev Bibliotek,,,Folkebibliotek,781059,,Det Mobile Bibliotek - Serritslev
,,,Brønderslev Bibliotek,,,Folkebibliotek,781060,,Det Mobile Bibliotek - Stenum
,,,Brønderslev Bibliotek,,,Folkebibliotek,781061,,Det Mobile Bibliotek - Sterup
,,,Brønderslev Bibliotek,,,Folkebibliotek,781062,,Det Mobile Bibliotek - Thise
,,,Brønderslev Bibliotek,,,Folkebibliotek,781063,,Det Mobile Bibliotek - Øster Brønderslev
9900,Frederikshavn,Frederikshavns Biblioteker,Frederikshavn Kommunes Biblioteker,"Parallelvej 16
",57.442711,Folkebibliotek,781300,10.521006,Frederikshavn Bibliotek
9300,Sæby,Sæby  Bibliotek,Frederikshavn Kommunes Biblioteker,"Rådhuspladsen 1
Postbox 141",57.3308698,Folkebibliotek,781302,10.5166278,Sæby Bibliotek
9750,Østervrå,Østervrå Bibliotek,Frederikshavn Kommunes Biblioteker,Bredgade 6,57.342235,Folkebibliotek,781303,10.235304,Østervrå Bibliotek
9982,Ålbæk,Ålbæk,Frederikshavn Kommunes Biblioteker,Engvej 8-10,57.5933625,Folkebibliotek,781304,10.4070461,Ålbæk Bibliotek
9990,Skagen,Skagens Bibliotek,Frederikshavn Kommunes Biblioteker,Skolevej 5,57.722668,Folkebibliotek,781305,10.5877079,Skagen Bibliotek
9900,Frederikshavn,Elling afhentningssted,Frederikshavn Kommunes Biblioteker,"Grundtvigsvej 1, Elling",,Folkebibliotek,781306,,Elling afhentningsted
9300,Sæby,Hørby afhentningssted,Frederikshavn Kommunes Biblioteker,"Hjørringvej 112, Hørby",,Folkebibliotek,781307,,Hørby afhentningsted
9330,Dronninglund,Præstbro afhentningsted,Frederikshavn Kommunes Biblioteker,"Hovedgaden 35 C, Præstbro",,Folkebibliotek,781308,,Præstbro afhentningsted
9600,Aars,Vesthimmerlands Biblioteker,Vesthimmerlands Biblioteker,Søndergade 24,56.802403,Folkebibliotek,782000,9.51731,Aars bibliotek
9670,Løgstør,Løgstør Bibliotek,Vesthimmerlands Biblioteker,Fredensgade 7,56.9675834,Folkebibliotek,782001,9.2503011,Løgstør Bibliotek
9640,Farsø,Farsø Bibliotek,Vesthimmerlands Biblioteker,Frederik IX s Plads 3,56.7716178,Folkebibliotek,782002,9.3445009,Farsø Bibliotek
9620,Aalestrup,Aalestrup Bibliotek,Vesthimmerlands Biblioteker,Knabergården 4,56.694439,Folkebibliotek,782003,9.49054,Aalestrup Bibliotek
,,,Vesthimmerlands Biblioteker,,,Folkebibliotek,782011,,Gedsted Bogcafè
,,,Vesthimmerlands Biblioteker,,,Folkebibliotek,782012,,Hvalpsund Bogcafé
,,,Vesthimmerlands Biblioteker,,,Folkebibliotek,782013,,Ranum Bogcafé
,,Vegger Bogcafè,Vesthimmerlands Biblioteker,,,Folkebibliotek,782014,,Vegger Bogcafè
,,,Vesthimmerlands Biblioteker,,,Folkebibliotek,782015,,Overlade Bogcafé
9940,Læsø (Laesoe),Læsø Bibliotek,Læsø Bibliotek,"Byrum Hovedgade 58, Byrum",57.253753,Folkebibliotek,782500,11.002351,"Byrum, Læsø"
DK - 9940,Læsø,Østerby Bibl. og Servicecenter,Læsø Bibliotek,Østerby Havnegade 11,,Folkebibliotek,782502,,"Østerby, Læsø"
9530,Støvring,Rebild Bibliotekerne,Rebild Bibliotekerne,Grangårdsvej 13,56.8889672,Folkebibliotek,784000,9.8366669,Biblioteket Støvring
9520,Skørping,Skørping Bibliotek,Rebild Bibliotekerne,Sverriggårdsvej 4,56.8358368,Folkebibliotek,784001,9.887984,Skørping Bibliotek
9575,Terndrup,Terndrup,Rebild Bibliotekerne,Terndrup Center 3,56.812488,Folkebibliotek,784002,10.058735,Terndrup Bibliotek
9610,Nørager,Nørager Bibliotek,Rebild Bibliotekerne,Vestermarksvej 2,56.7072673,Folkebibliotek,784003,9.6279225,Nørager Bibliotek
